"startTime";"endTime";"Hydro power production - real time data"
"2024-12-31T22:00:00.000Z";"2024-12-31T22:03:00.000Z";1307
"2024-12-31T22:03:00.000Z";"2024-12-31T22:06:00.000Z";1360.4
"2024-12-31T22:06:00.000Z";"2024-12-31T22:09:00.000Z";1274.9
"2024-12-31T22:09:00.000Z";"2024-12-31T22:12:00.000Z";1225.2
"2024-12-31T22:12:00.000Z";"2024-12-31T22:15:00.000Z";1234
"2024-12-31T22:15:00.000Z";"2024-12-31T22:18:00.000Z";1239
"2024-12-31T22:18:00.000Z";"2024-12-31T22:21:00.000Z";1242.7
"2024-12-31T22:21:00.000Z";"2024-12-31T22:24:00.000Z";1259.5
"2024-12-31T22:24:00.000Z";"2024-12-31T22:27:00.000Z";1262.8
"2024-12-31T22:27:00.000Z";"2024-12-31T22:30:00.000Z";1263.5
"2024-12-31T22:30:00.000Z";"2024-12-31T22:33:00.000Z";1275.3
"2024-12-31T22:33:00.000Z";"2024-12-31T22:36:00.000Z";1281
"2024-12-31T22:36:00.000Z";"2024-12-31T22:39:00.000Z";1282.5
"2024-12-31T22:39:00.000Z";"2024-12-31T22:42:00.000Z";1287.2
"2024-12-31T22:42:00.000Z";"2024-12-31T22:45:00.000Z";1286.2
"2024-12-31T22:45:00.000Z";"2024-12-31T22:48:00.000Z";1279.8
"2024-12-31T22:48:00.000Z";"2024-12-31T22:51:00.000Z";1305.6
"2024-12-31T22:51:00.000Z";"2024-12-31T22:54:00.000Z";1336.8
"2024-12-31T22:54:00.000Z";"2024-12-31T22:57:00.000Z";1325.7
"2024-12-31T22:57:00.000Z";"2024-12-31T23:00:00.000Z";1316.8
"2024-12-31T23:00:00.000Z";"2024-12-31T23:03:00.000Z";1298.2
"2024-12-31T23:03:00.000Z";"2024-12-31T23:06:00.000Z";1282.2
"2024-12-31T23:06:00.000Z";"2024-12-31T23:09:00.000Z";1286.3
"2024-12-31T23:09:00.000Z";"2024-12-31T23:12:00.000Z";1289.3
"2024-12-31T23:12:00.000Z";"2024-12-31T23:15:00.000Z";1279.3
"2024-12-31T23:15:00.000Z";"2024-12-31T23:18:00.000Z";1284.8
"2024-12-31T23:18:00.000Z";"2024-12-31T23:21:00.000Z";1286.8
"2024-12-31T23:21:00.000Z";"2024-12-31T23:24:00.000Z";1193.4
"2024-12-31T23:24:00.000Z";"2024-12-31T23:27:00.000Z";1165.5
"2024-12-31T23:27:00.000Z";"2024-12-31T23:30:00.000Z";1180.8
"2024-12-31T23:30:00.000Z";"2024-12-31T23:33:00.000Z";1170.8
"2024-12-31T23:33:00.000Z";"2024-12-31T23:36:00.000Z";1164.3
"2024-12-31T23:36:00.000Z";"2024-12-31T23:39:00.000Z";1161.3
"2024-12-31T23:39:00.000Z";"2024-12-31T23:42:00.000Z";1160.5
"2024-12-31T23:42:00.000Z";"2024-12-31T23:45:00.000Z";1158.5
"2024-12-31T23:45:00.000Z";"2024-12-31T23:48:00.000Z";1156.3
"2024-12-31T23:48:00.000Z";"2024-12-31T23:51:00.000Z";1150.8
"2024-12-31T23:51:00.000Z";"2024-12-31T23:54:00.000Z";1158.1
"2024-12-31T23:54:00.000Z";"2024-12-31T23:57:00.000Z";1146
"2024-12-31T23:57:00.000Z";"2025-01-01T00:00:00.000Z";1130.7
"2025-01-01T00:00:00.000Z";"2025-01-01T00:03:00.000Z";1124.8
"2025-01-01T00:03:00.000Z";"2025-01-01T00:06:00.000Z";1157.2
"2025-01-01T00:06:00.000Z";"2025-01-01T00:09:00.000Z";1157.2
"2025-01-01T00:09:00.000Z";"2025-01-01T00:12:00.000Z";1132.3
"2025-01-01T00:12:00.000Z";"2025-01-01T00:15:00.000Z";1131.5
"2025-01-01T00:15:00.000Z";"2025-01-01T00:18:00.000Z";1151.8
"2025-01-01T00:18:00.000Z";"2025-01-01T00:21:00.000Z";1165.2
"2025-01-01T00:21:00.000Z";"2025-01-01T00:24:00.000Z";1173.8
"2025-01-01T00:24:00.000Z";"2025-01-01T00:27:00.000Z";1174
"2025-01-01T00:27:00.000Z";"2025-01-01T00:30:00.000Z";1165
"2025-01-01T00:30:00.000Z";"2025-01-01T00:33:00.000Z";1157.2
"2025-01-01T00:33:00.000Z";"2025-01-01T00:36:00.000Z";1148.2
"2025-01-01T00:36:00.000Z";"2025-01-01T00:39:00.000Z";1142.7
"2025-01-01T00:39:00.000Z";"2025-01-01T00:42:00.000Z";1132.7
"2025-01-01T00:42:00.000Z";"2025-01-01T00:45:00.000Z";1115
"2025-01-01T00:45:00.000Z";"2025-01-01T00:48:00.000Z";1109.8
"2025-01-01T00:48:00.000Z";"2025-01-01T00:51:00.000Z";1117.3
"2025-01-01T00:51:00.000Z";"2025-01-01T00:54:00.000Z";1119.7
"2025-01-01T00:54:00.000Z";"2025-01-01T00:57:00.000Z";1131.2
"2025-01-01T00:57:00.000Z";"2025-01-01T01:00:00.000Z";1154.6
"2025-01-01T01:00:00.000Z";"2025-01-01T01:03:00.000Z";1169.7
"2025-01-01T01:03:00.000Z";"2025-01-01T01:06:00.000Z";1146.7
"2025-01-01T01:06:00.000Z";"2025-01-01T01:09:00.000Z";1168.2
"2025-01-01T01:09:00.000Z";"2025-01-01T01:12:00.000Z";1140.3
"2025-01-01T01:12:00.000Z";"2025-01-01T01:15:00.000Z";1134.8
"2025-01-01T01:15:00.000Z";"2025-01-01T01:18:00.000Z";1139.8
"2025-01-01T01:18:00.000Z";"2025-01-01T01:21:00.000Z";1159.8
"2025-01-01T01:21:00.000Z";"2025-01-01T01:24:00.000Z";1157
"2025-01-01T01:24:00.000Z";"2025-01-01T01:27:00.000Z";1161.7
"2025-01-01T01:27:00.000Z";"2025-01-01T01:30:00.000Z";1138.7
"2025-01-01T01:30:00.000Z";"2025-01-01T01:33:00.000Z";1141.3
"2025-01-01T01:33:00.000Z";"2025-01-01T01:36:00.000Z";1133.7
"2025-01-01T01:36:00.000Z";"2025-01-01T01:39:00.000Z";1137.2
"2025-01-01T01:39:00.000Z";"2025-01-01T01:42:00.000Z";1132.3
"2025-01-01T01:42:00.000Z";"2025-01-01T01:45:00.000Z";1134.2
"2025-01-01T01:45:00.000Z";"2025-01-01T01:48:00.000Z";1132.3
"2025-01-01T01:48:00.000Z";"2025-01-01T01:51:00.000Z";1130.2
"2025-01-01T01:51:00.000Z";"2025-01-01T01:54:00.000Z";1124.2
"2025-01-01T01:54:00.000Z";"2025-01-01T01:57:00.000Z";1101.2
"2025-01-01T01:57:00.000Z";"2025-01-01T02:00:00.000Z";1090.3
"2025-01-01T02:00:00.000Z";"2025-01-01T02:03:00.000Z";1103.5
"2025-01-01T02:03:00.000Z";"2025-01-01T02:06:00.000Z";1118.8
"2025-01-01T02:06:00.000Z";"2025-01-01T02:09:00.000Z";1117.8
"2025-01-01T02:09:00.000Z";"2025-01-01T02:12:00.000Z";1112.8
"2025-01-01T02:12:00.000Z";"2025-01-01T02:15:00.000Z";1105.2
"2025-01-01T02:15:00.000Z";"2025-01-01T02:18:00.000Z";1093.5
"2025-01-01T02:18:00.000Z";"2025-01-01T02:21:00.000Z";1097.7
"2025-01-01T02:21:00.000Z";"2025-01-01T02:24:00.000Z";1088.5
"2025-01-01T02:24:00.000Z";"2025-01-01T02:27:00.000Z";1081.2
"2025-01-01T02:27:00.000Z";"2025-01-01T02:30:00.000Z";1081.7
"2025-01-01T02:30:00.000Z";"2025-01-01T02:33:00.000Z";1086.2
"2025-01-01T02:33:00.000Z";"2025-01-01T02:36:00.000Z";1090.8
"2025-01-01T02:36:00.000Z";"2025-01-01T02:39:00.000Z";1100.6
"2025-01-01T02:39:00.000Z";"2025-01-01T02:42:00.000Z";1109.5
"2025-01-01T02:42:00.000Z";"2025-01-01T02:45:00.000Z";1096
"2025-01-01T02:45:00.000Z";"2025-01-01T02:48:00.000Z";1084.5
"2025-01-01T02:48:00.000Z";"2025-01-01T02:51:00.000Z";1096.5
"2025-01-01T02:51:00.000Z";"2025-01-01T02:54:00.000Z";1106
"2025-01-01T02:54:00.000Z";"2025-01-01T02:57:00.000Z";1108
"2025-01-01T02:57:00.000Z";"2025-01-01T03:00:00.000Z";1095.2
"2025-01-01T03:00:00.000Z";"2025-01-01T03:03:00.000Z";1088.8
"2025-01-01T03:03:00.000Z";"2025-01-01T03:06:00.000Z";1087.7
"2025-01-01T03:06:00.000Z";"2025-01-01T03:09:00.000Z";1135.8
"2025-01-01T03:09:00.000Z";"2025-01-01T03:12:00.000Z";1166.6
"2025-01-01T03:12:00.000Z";"2025-01-01T03:15:00.000Z";1161.5
"2025-01-01T03:15:00.000Z";"2025-01-01T03:18:00.000Z";1181.2
"2025-01-01T03:18:00.000Z";"2025-01-01T03:21:00.000Z";1200.2
"2025-01-01T03:21:00.000Z";"2025-01-01T03:24:00.000Z";1198
"2025-01-01T03:24:00.000Z";"2025-01-01T03:27:00.000Z";1191.7
"2025-01-01T03:27:00.000Z";"2025-01-01T03:30:00.000Z";1169.2
"2025-01-01T03:30:00.000Z";"2025-01-01T03:33:00.000Z";1174.2
"2025-01-01T03:33:00.000Z";"2025-01-01T03:36:00.000Z";1173.5
"2025-01-01T03:36:00.000Z";"2025-01-01T03:39:00.000Z";1179.7
"2025-01-01T03:39:00.000Z";"2025-01-01T03:42:00.000Z";1191.5
"2025-01-01T03:42:00.000Z";"2025-01-01T03:45:00.000Z";1197.8
"2025-01-01T03:45:00.000Z";"2025-01-01T03:48:00.000Z";1192
"2025-01-01T03:48:00.000Z";"2025-01-01T03:51:00.000Z";1194.2
"2025-01-01T03:51:00.000Z";"2025-01-01T03:54:00.000Z";1185.8
"2025-01-01T03:54:00.000Z";"2025-01-01T03:57:00.000Z";1182.7
"2025-01-01T03:57:00.000Z";"2025-01-01T04:00:00.000Z";1184
"2025-01-01T04:00:00.000Z";"2025-01-01T04:03:00.000Z";1180.7
"2025-01-01T04:03:00.000Z";"2025-01-01T04:06:00.000Z";1172
"2025-01-01T04:06:00.000Z";"2025-01-01T04:09:00.000Z";1153.2
"2025-01-01T04:09:00.000Z";"2025-01-01T04:12:00.000Z";1142.5
"2025-01-01T04:12:00.000Z";"2025-01-01T04:15:00.000Z";1132.5
"2025-01-01T04:15:00.000Z";"2025-01-01T04:18:00.000Z";1124.5
"2025-01-01T04:18:00.000Z";"2025-01-01T04:21:00.000Z";1160.5
"2025-01-01T04:21:00.000Z";"2025-01-01T04:24:00.000Z";1167.3
"2025-01-01T04:24:00.000Z";"2025-01-01T04:27:00.000Z";1179.3
"2025-01-01T04:27:00.000Z";"2025-01-01T04:30:00.000Z";1180.5
"2025-01-01T04:30:00.000Z";"2025-01-01T04:33:00.000Z";1192
"2025-01-01T04:33:00.000Z";"2025-01-01T04:36:00.000Z";1202
"2025-01-01T04:36:00.000Z";"2025-01-01T04:39:00.000Z";1196.7
"2025-01-01T04:39:00.000Z";"2025-01-01T04:42:00.000Z";1218.3
"2025-01-01T04:42:00.000Z";"2025-01-01T04:45:00.000Z";1230.8
"2025-01-01T04:45:00.000Z";"2025-01-01T04:48:00.000Z";1237
"2025-01-01T04:48:00.000Z";"2025-01-01T04:51:00.000Z";1226.2
"2025-01-01T04:51:00.000Z";"2025-01-01T04:54:00.000Z";1231.3
"2025-01-01T04:54:00.000Z";"2025-01-01T04:57:00.000Z";1223.5
"2025-01-01T04:57:00.000Z";"2025-01-01T05:00:00.000Z";1205.3
"2025-01-01T05:00:00.000Z";"2025-01-01T05:03:00.000Z";1187.5
"2025-01-01T05:03:00.000Z";"2025-01-01T05:06:00.000Z";1223.8
"2025-01-01T05:06:00.000Z";"2025-01-01T05:09:00.000Z";1203.7
"2025-01-01T05:09:00.000Z";"2025-01-01T05:12:00.000Z";1183.2
"2025-01-01T05:12:00.000Z";"2025-01-01T05:15:00.000Z";1166.2
"2025-01-01T05:15:00.000Z";"2025-01-01T05:18:00.000Z";1166.2
"2025-01-01T05:18:00.000Z";"2025-01-01T05:21:00.000Z";1154.2
"2025-01-01T05:21:00.000Z";"2025-01-01T05:24:00.000Z";1145.3
"2025-01-01T05:24:00.000Z";"2025-01-01T05:27:00.000Z";1129.3
"2025-01-01T05:27:00.000Z";"2025-01-01T05:30:00.000Z";1113.8
"2025-01-01T05:30:00.000Z";"2025-01-01T05:33:00.000Z";1127.3
"2025-01-01T05:33:00.000Z";"2025-01-01T05:36:00.000Z";1158
"2025-01-01T05:36:00.000Z";"2025-01-01T05:39:00.000Z";1164.2
"2025-01-01T05:39:00.000Z";"2025-01-01T05:42:00.000Z";1160
"2025-01-01T05:42:00.000Z";"2025-01-01T05:45:00.000Z";1162.7
"2025-01-01T05:45:00.000Z";"2025-01-01T05:48:00.000Z";1163.8
"2025-01-01T05:48:00.000Z";"2025-01-01T05:51:00.000Z";1167.2
"2025-01-01T05:51:00.000Z";"2025-01-01T05:54:00.000Z";1181.3
"2025-01-01T05:54:00.000Z";"2025-01-01T05:57:00.000Z";1182.7
"2025-01-01T05:57:00.000Z";"2025-01-01T06:00:00.000Z";1170.5
"2025-01-01T06:00:00.000Z";"2025-01-01T06:03:00.000Z";1148.2
"2025-01-01T06:03:00.000Z";"2025-01-01T06:06:00.000Z";1127.3
"2025-01-01T06:06:00.000Z";"2025-01-01T06:09:00.000Z";1109.8
"2025-01-01T06:09:00.000Z";"2025-01-01T06:12:00.000Z";1111
"2025-01-01T06:12:00.000Z";"2025-01-01T06:15:00.000Z";1118.5
"2025-01-01T06:15:00.000Z";"2025-01-01T06:18:00.000Z";1153.5
"2025-01-01T06:18:00.000Z";"2025-01-01T06:21:00.000Z";1176
"2025-01-01T06:21:00.000Z";"2025-01-01T06:24:00.000Z";1181.7
"2025-01-01T06:24:00.000Z";"2025-01-01T06:27:00.000Z";1194.7
"2025-01-01T06:27:00.000Z";"2025-01-01T06:30:00.000Z";1203
"2025-01-01T06:30:00.000Z";"2025-01-01T06:33:00.000Z";1205.8
"2025-01-01T06:33:00.000Z";"2025-01-01T06:36:00.000Z";1227
"2025-01-01T06:36:00.000Z";"2025-01-01T06:39:00.000Z";1233.5
"2025-01-01T06:39:00.000Z";"2025-01-01T06:42:00.000Z";1234.3
"2025-01-01T06:42:00.000Z";"2025-01-01T06:45:00.000Z";1242
"2025-01-01T06:45:00.000Z";"2025-01-01T06:48:00.000Z";1233
"2025-01-01T06:48:00.000Z";"2025-01-01T06:51:00.000Z";1235.8
"2025-01-01T06:51:00.000Z";"2025-01-01T06:54:00.000Z";1243.2
"2025-01-01T06:54:00.000Z";"2025-01-01T06:57:00.000Z";1255.5
"2025-01-01T06:57:00.000Z";"2025-01-01T07:00:00.000Z";1271.8
"2025-01-01T07:00:00.000Z";"2025-01-01T07:03:00.000Z";1276.5
"2025-01-01T07:03:00.000Z";"2025-01-01T07:06:00.000Z";1258.3
"2025-01-01T07:06:00.000Z";"2025-01-01T07:09:00.000Z";1266.8
"2025-01-01T07:09:00.000Z";"2025-01-01T07:12:00.000Z";1288.3
"2025-01-01T07:12:00.000Z";"2025-01-01T07:15:00.000Z";1309.3
"2025-01-01T07:15:00.000Z";"2025-01-01T07:18:00.000Z";1313.3
"2025-01-01T07:18:00.000Z";"2025-01-01T07:21:00.000Z";1297
"2025-01-01T07:21:00.000Z";"2025-01-01T07:24:00.000Z";1305.2
"2025-01-01T07:24:00.000Z";"2025-01-01T07:27:00.000Z";1308.2
"2025-01-01T07:27:00.000Z";"2025-01-01T07:30:00.000Z";1304.2
"2025-01-01T07:30:00.000Z";"2025-01-01T07:33:00.000Z";1288.2
"2025-01-01T07:33:00.000Z";"2025-01-01T07:36:00.000Z";1298
"2025-01-01T07:36:00.000Z";"2025-01-01T07:39:00.000Z";1298
"2025-01-01T07:39:00.000Z";"2025-01-01T07:42:00.000Z";1303.3
"2025-01-01T07:42:00.000Z";"2025-01-01T07:45:00.000Z";1307.8
"2025-01-01T07:45:00.000Z";"2025-01-01T07:48:00.000Z";1301.8
"2025-01-01T07:48:00.000Z";"2025-01-01T07:51:00.000Z";1306.3
"2025-01-01T07:51:00.000Z";"2025-01-01T07:54:00.000Z";1302.3
"2025-01-01T07:54:00.000Z";"2025-01-01T07:57:00.000Z";1290.8
"2025-01-01T07:57:00.000Z";"2025-01-01T08:00:00.000Z";1294.2
"2025-01-01T08:00:00.000Z";"2025-01-01T08:03:00.000Z";1292.7
"2025-01-01T08:03:00.000Z";"2025-01-01T08:06:00.000Z";1275.8
"2025-01-01T08:06:00.000Z";"2025-01-01T08:09:00.000Z";1282.2
"2025-01-01T08:09:00.000Z";"2025-01-01T08:12:00.000Z";1285
"2025-01-01T08:12:00.000Z";"2025-01-01T08:15:00.000Z";1291.5
"2025-01-01T08:15:00.000Z";"2025-01-01T08:18:00.000Z";1291.3
"2025-01-01T08:18:00.000Z";"2025-01-01T08:21:00.000Z";1277.8
"2025-01-01T08:21:00.000Z";"2025-01-01T08:24:00.000Z";1264.8
"2025-01-01T08:24:00.000Z";"2025-01-01T08:27:00.000Z";1266.2
"2025-01-01T08:27:00.000Z";"2025-01-01T08:30:00.000Z";1267.8
"2025-01-01T08:30:00.000Z";"2025-01-01T08:33:00.000Z";1278.7
"2025-01-01T08:33:00.000Z";"2025-01-01T08:36:00.000Z";1280.2
"2025-01-01T08:36:00.000Z";"2025-01-01T08:39:00.000Z";1281.5
"2025-01-01T08:39:00.000Z";"2025-01-01T08:42:00.000Z";1285.2
"2025-01-01T08:42:00.000Z";"2025-01-01T08:45:00.000Z";1278.8
"2025-01-01T08:45:00.000Z";"2025-01-01T08:48:00.000Z";1287.8
"2025-01-01T08:48:00.000Z";"2025-01-01T08:51:00.000Z";1295.3
"2025-01-01T08:51:00.000Z";"2025-01-01T08:54:00.000Z";1298
"2025-01-01T08:54:00.000Z";"2025-01-01T08:57:00.000Z";1306.7
"2025-01-01T08:57:00.000Z";"2025-01-01T09:00:00.000Z";1329.5
"2025-01-01T09:00:00.000Z";"2025-01-01T09:03:00.000Z";1333.7
"2025-01-01T09:03:00.000Z";"2025-01-01T09:06:00.000Z";1289.8
"2025-01-01T09:06:00.000Z";"2025-01-01T09:09:00.000Z";1302.2
"2025-01-01T09:09:00.000Z";"2025-01-01T09:12:00.000Z";1309
"2025-01-01T09:12:00.000Z";"2025-01-01T09:15:00.000Z";1325.8
"2025-01-01T09:15:00.000Z";"2025-01-01T09:18:00.000Z";1345.2
"2025-01-01T09:18:00.000Z";"2025-01-01T09:21:00.000Z";1361.3
"2025-01-01T09:21:00.000Z";"2025-01-01T09:24:00.000Z";1372.7
"2025-01-01T09:24:00.000Z";"2025-01-01T09:27:00.000Z";1384.3
"2025-01-01T09:27:00.000Z";"2025-01-01T09:30:00.000Z";1383
"2025-01-01T09:30:00.000Z";"2025-01-01T09:33:00.000Z";1383.8
"2025-01-01T09:33:00.000Z";"2025-01-01T09:36:00.000Z";1390
"2025-01-01T09:36:00.000Z";"2025-01-01T09:39:00.000Z";1393.7
"2025-01-01T09:39:00.000Z";"2025-01-01T09:42:00.000Z";1400.5
"2025-01-01T09:42:00.000Z";"2025-01-01T09:45:00.000Z";1404.2
"2025-01-01T09:45:00.000Z";"2025-01-01T09:48:00.000Z";1406.2
"2025-01-01T09:48:00.000Z";"2025-01-01T09:51:00.000Z";1398.2
"2025-01-01T09:51:00.000Z";"2025-01-01T09:54:00.000Z";1383.5
"2025-01-01T09:54:00.000Z";"2025-01-01T09:57:00.000Z";1385
"2025-01-01T09:57:00.000Z";"2025-01-01T10:00:00.000Z";1389.5
"2025-01-01T10:00:00.000Z";"2025-01-01T10:03:00.000Z";1416.9
"2025-01-01T10:03:00.000Z";"2025-01-01T10:06:00.000Z";1432.2
"2025-01-01T10:06:00.000Z";"2025-01-01T10:09:00.000Z";1440.5
"2025-01-01T10:09:00.000Z";"2025-01-01T10:12:00.000Z";1442.5
"2025-01-01T10:12:00.000Z";"2025-01-01T10:15:00.000Z";1444.7
"2025-01-01T10:15:00.000Z";"2025-01-01T10:18:00.000Z";1450
"2025-01-01T10:18:00.000Z";"2025-01-01T10:21:00.000Z";1451.2
"2025-01-01T10:21:00.000Z";"2025-01-01T10:24:00.000Z";1455.2
"2025-01-01T10:24:00.000Z";"2025-01-01T10:27:00.000Z";1451
"2025-01-01T10:27:00.000Z";"2025-01-01T10:30:00.000Z";1459
"2025-01-01T10:30:00.000Z";"2025-01-01T10:33:00.000Z";1481.7
"2025-01-01T10:33:00.000Z";"2025-01-01T10:36:00.000Z";1479.3
"2025-01-01T10:36:00.000Z";"2025-01-01T10:39:00.000Z";1520.7
"2025-01-01T10:39:00.000Z";"2025-01-01T10:42:00.000Z";1515.5
"2025-01-01T10:42:00.000Z";"2025-01-01T10:45:00.000Z";1518
"2025-01-01T10:45:00.000Z";"2025-01-01T10:48:00.000Z";1506
"2025-01-01T10:48:00.000Z";"2025-01-01T10:51:00.000Z";1513
"2025-01-01T10:51:00.000Z";"2025-01-01T10:54:00.000Z";1518
"2025-01-01T10:54:00.000Z";"2025-01-01T10:57:00.000Z";1530
"2025-01-01T10:57:00.000Z";"2025-01-01T11:00:00.000Z";1554
"2025-01-01T11:00:00.000Z";"2025-01-01T11:03:00.000Z";1548.3
"2025-01-01T11:03:00.000Z";"2025-01-01T11:06:00.000Z";1582
"2025-01-01T11:06:00.000Z";"2025-01-01T11:09:00.000Z";1589
"2025-01-01T11:09:00.000Z";"2025-01-01T11:12:00.000Z";1586.7
"2025-01-01T11:12:00.000Z";"2025-01-01T11:15:00.000Z";1578.8
"2025-01-01T11:15:00.000Z";"2025-01-01T11:18:00.000Z";1582.2
"2025-01-01T11:18:00.000Z";"2025-01-01T11:21:00.000Z";1557.7
"2025-01-01T11:21:00.000Z";"2025-01-01T11:24:00.000Z";1555
"2025-01-01T11:24:00.000Z";"2025-01-01T11:27:00.000Z";1541.7
"2025-01-01T11:27:00.000Z";"2025-01-01T11:30:00.000Z";1542
"2025-01-01T11:30:00.000Z";"2025-01-01T11:33:00.000Z";1517.2
"2025-01-01T11:33:00.000Z";"2025-01-01T11:36:00.000Z";1520.3
"2025-01-01T11:36:00.000Z";"2025-01-01T11:39:00.000Z";1521.3
"2025-01-01T11:39:00.000Z";"2025-01-01T11:42:00.000Z";1523.7
"2025-01-01T11:42:00.000Z";"2025-01-01T11:45:00.000Z";1511.5
"2025-01-01T11:45:00.000Z";"2025-01-01T11:48:00.000Z";1513.2
"2025-01-01T11:48:00.000Z";"2025-01-01T11:51:00.000Z";1511.2
"2025-01-01T11:51:00.000Z";"2025-01-01T11:54:00.000Z";1515.7
"2025-01-01T11:54:00.000Z";"2025-01-01T11:57:00.000Z";1520.3
"2025-01-01T11:57:00.000Z";"2025-01-01T12:00:00.000Z";1551.3
"2025-01-01T12:00:00.000Z";"2025-01-01T12:03:00.000Z";1545.5
"2025-01-01T12:03:00.000Z";"2025-01-01T12:06:00.000Z";1522.4
"2025-01-01T12:06:00.000Z";"2025-01-01T12:09:00.000Z";1506.5
"2025-01-01T12:09:00.000Z";"2025-01-01T12:12:00.000Z";1512.7
"2025-01-01T12:12:00.000Z";"2025-01-01T12:15:00.000Z";1506.3
"2025-01-01T12:15:00.000Z";"2025-01-01T12:18:00.000Z";1508
"2025-01-01T12:18:00.000Z";"2025-01-01T12:21:00.000Z";1539.3
"2025-01-01T12:21:00.000Z";"2025-01-01T12:24:00.000Z";1541.5
"2025-01-01T12:24:00.000Z";"2025-01-01T12:27:00.000Z";1559
"2025-01-01T12:27:00.000Z";"2025-01-01T12:30:00.000Z";1579.2
"2025-01-01T12:30:00.000Z";"2025-01-01T12:33:00.000Z";1625.7
"2025-01-01T12:33:00.000Z";"2025-01-01T12:36:00.000Z";1633.7
"2025-01-01T12:36:00.000Z";"2025-01-01T12:39:00.000Z";1642.6
"2025-01-01T12:39:00.000Z";"2025-01-01T12:42:00.000Z";1699.8
"2025-01-01T12:42:00.000Z";"2025-01-01T12:45:00.000Z";1726.3
"2025-01-01T12:45:00.000Z";"2025-01-01T12:48:00.000Z";1738.7
"2025-01-01T12:48:00.000Z";"2025-01-01T12:51:00.000Z";1754
"2025-01-01T12:51:00.000Z";"2025-01-01T12:54:00.000Z";1765.5
"2025-01-01T12:54:00.000Z";"2025-01-01T12:57:00.000Z";1766.5
"2025-01-01T12:57:00.000Z";"2025-01-01T13:00:00.000Z";1767.7
"2025-01-01T13:00:00.000Z";"2025-01-01T13:03:00.000Z";1772.8
"2025-01-01T13:03:00.000Z";"2025-01-01T13:06:00.000Z";1794.8
"2025-01-01T13:06:00.000Z";"2025-01-01T13:09:00.000Z";1842.6
"2025-01-01T13:09:00.000Z";"2025-01-01T13:12:00.000Z";1849.5
"2025-01-01T13:12:00.000Z";"2025-01-01T13:15:00.000Z";1888.8
"2025-01-01T13:15:00.000Z";"2025-01-01T13:18:00.000Z";1881.9
"2025-01-01T13:18:00.000Z";"2025-01-01T13:21:00.000Z";1870.3
"2025-01-01T13:21:00.000Z";"2025-01-01T13:24:00.000Z";1863.5
"2025-01-01T13:24:00.000Z";"2025-01-01T13:27:00.000Z";1861.8
"2025-01-01T13:27:00.000Z";"2025-01-01T13:30:00.000Z";1840.3
"2025-01-01T13:30:00.000Z";"2025-01-01T13:33:00.000Z";1823.5
"2025-01-01T13:33:00.000Z";"2025-01-01T13:36:00.000Z";1817.7
"2025-01-01T13:36:00.000Z";"2025-01-01T13:39:00.000Z";1810.3
"2025-01-01T13:39:00.000Z";"2025-01-01T13:42:00.000Z";1813.8
"2025-01-01T13:42:00.000Z";"2025-01-01T13:45:00.000Z";1830.8
"2025-01-01T13:45:00.000Z";"2025-01-01T13:48:00.000Z";1843.2
"2025-01-01T13:48:00.000Z";"2025-01-01T13:51:00.000Z";1857.3
"2025-01-01T13:51:00.000Z";"2025-01-01T13:54:00.000Z";1863.7
"2025-01-01T13:54:00.000Z";"2025-01-01T13:57:00.000Z";1842.7
"2025-01-01T13:57:00.000Z";"2025-01-01T14:00:00.000Z";1835
"2025-01-01T14:00:00.000Z";"2025-01-01T14:03:00.000Z";1835.4
"2025-01-01T14:03:00.000Z";"2025-01-01T14:06:00.000Z";1802.7
"2025-01-01T14:06:00.000Z";"2025-01-01T14:09:00.000Z";1784.3
"2025-01-01T14:09:00.000Z";"2025-01-01T14:12:00.000Z";1800.7
"2025-01-01T14:12:00.000Z";"2025-01-01T14:15:00.000Z";1819.5
"2025-01-01T14:15:00.000Z";"2025-01-01T14:18:00.000Z";1826.7
"2025-01-01T14:18:00.000Z";"2025-01-01T14:21:00.000Z";1826.7
"2025-01-01T14:21:00.000Z";"2025-01-01T14:24:00.000Z";1830.3
"2025-01-01T14:24:00.000Z";"2025-01-01T14:27:00.000Z";1825.8
"2025-01-01T14:27:00.000Z";"2025-01-01T14:30:00.000Z";1803.4
"2025-01-01T14:30:00.000Z";"2025-01-01T14:33:00.000Z";1805.7
"2025-01-01T14:33:00.000Z";"2025-01-01T14:36:00.000Z";1807.2
"2025-01-01T14:36:00.000Z";"2025-01-01T14:39:00.000Z";1793.5
"2025-01-01T14:39:00.000Z";"2025-01-01T14:42:00.000Z";1801.8
"2025-01-01T14:42:00.000Z";"2025-01-01T14:45:00.000Z";1781.4
"2025-01-01T14:45:00.000Z";"2025-01-01T14:48:00.000Z";1778.8
"2025-01-01T14:48:00.000Z";"2025-01-01T14:51:00.000Z";1768
"2025-01-01T14:51:00.000Z";"2025-01-01T14:54:00.000Z";1762.5
"2025-01-01T14:54:00.000Z";"2025-01-01T14:57:00.000Z";1758
"2025-01-01T14:57:00.000Z";"2025-01-01T15:00:00.000Z";1789
"2025-01-01T15:00:00.000Z";"2025-01-01T15:03:00.000Z";1821.5
"2025-01-01T15:03:00.000Z";"2025-01-01T15:06:00.000Z";1806.3
"2025-01-01T15:06:00.000Z";"2025-01-01T15:09:00.000Z";1843.5
